ElectricityUsage,SystemSize,SystemType,SolarPanel,Inverter,Battery ,NoOfBatteries ,NoOfInveters ,NoOfPanels,Tags,SolarSystem
241-420,3.5kW,Hybrid,JA Solar China,SMA Germany ,LFP Lithium-ion,1,1,4,241-420 Hybrid JA Solar China SMA Germany  LFP Lithium-ion,3.5kW Hybrid | 4 solar panel- JA Solar China | 1 Inverter - SMA Germany  | Battery-  LFP Lithium-ion 
421-480,4kW,Hybrid,JA Solar China,SMA Germany ,LFP Lithium-ion,1,1,4,421-480 Hybrid JA Solar China SMA Germany  LFP Lithium-ion,4kW Hybrid | 4 solar panel- JA Solar China | 1 Inverter - SMA Germany  | Battery-  LFP Lithium-ion 
481-600,5kW,Hybrid,JA Solar China,SMA Germany ,LFP Lithium-ion,1,1,5,481-600 Hybrid JA Solar China SMA Germany  LFP Lithium-ion,5kW Hybrid | 5 solar panel- JA Solar China | 1 Inverter - SMA Germany  | Battery-  LFP Lithium-ion 
601-900,7.5kW,Hybrid,JA Solar China,SMA Germany ,LFP Lithium-ion,1,1,7,601-900 Hybrid JA Solar China SMA Germany  LFP Lithium-ion,7.5kW Hybrid | 7 solar panel- JA Solar China | 1 Inverter - SMA Germany  | Battery-  LFP Lithium-ion 
901-960,8kW,Hybrid,JA Solar China,SMA Germany ,LFP Lithium-ion,1,1,8,901-960 Hybrid JA Solar China SMA Germany  LFP Lithium-ion,8kW Hybrid | 8 solar panel- JA Solar China | 1 Inverter - SMA Germany  | Battery-  LFP Lithium-ion 
961-1200,10kW,Hybrid,JA Solar China,SMA Germany ,LFP Lithium-ion,1,1,10,961-1200 Hybrid JA Solar China SMA Germany  LFP Lithium-ion,10kW Hybrid | 10 solar panel- JA Solar China | 1 Inverter - SMA Germany  | Battery-  LFP Lithium-ion 
1201-1800,15kW,Hybrid,JA Solar China,SMA Germany ,LFP Lithium-ion,2,2,15,1201-1800 Hybrid JA Solar China SMA Germany  LFP Lithium-ion,15kW Hybrid | 15 solar panel- JA Solar China | 2 Inverter - SMA Germany  | Battery-  LFP Lithium-ion 
1801-2400,20kW,Hybrid,JA Solar China,SMA Germany ,LFP Lithium-ion,2,2,20,1801-2400 Hybrid JA Solar China SMA Germany  LFP Lithium-ion,20kW Hybrid | 20 solar panel- JA Solar China | 2 Inverter - SMA Germany  | Battery-  LFP Lithium-ion 
2401-3600,30kW,Hybrid,JA Solar China,SMA Germany ,LFP Lithium-ion,3,3,30,2401-3600 Hybrid JA Solar China SMA Germany  LFP Lithium-ion,30kW Hybrid | 30 solar panel- JA Solar China | 3 Inverter - SMA Germany  | Battery-  LFP Lithium-ion 
3601-4800,40kW,Hybrid,JA Solar China,SMA Germany ,LFP Lithium-ion,4,4,40,3601-4800 Hybrid JA Solar China SMA Germany  LFP Lithium-ion,40kW Hybrid | 40 solar panel- JA Solar China | 4 Inverter - SMA Germany  | Battery-  LFP Lithium-ion 
4801-6000,50kW,Hybrid,JA Solar China,SMA Germany ,LFP Lithium-ion,5,5,50,4801-6000 Hybrid JA Solar China SMA Germany  LFP Lithium-ion,50kW Hybrid | 50 solar panel- JA Solar China | 5 Inverter - SMA Germany  | Battery-  LFP Lithium-ion 
6001-7200,60kW,Hybrid,JA Solar China,SMA Germany ,LFP Lithium-ion,6,6,60,6001-7200 Hybrid JA Solar China SMA Germany  LFP Lithium-ion,60kW Hybrid | 60 solar panel- JA Solar China | 6 Inverter - SMA Germany  | Battery-  LFP Lithium-ion 
0-120,1kW,Hybrid,JA Solar China,CanadainSolar Canada,LFP Lithium-ion,1,1,1,0-120 Hybrid JA Solar China CanadainSolar Canada LFP Lithium-ion,1kW Hybrid | 1 solar panel- JA Solar China | 1 Inverter - CanadainSolar Canada | Battery-  LFP Lithium-ion 
121-240,2kW,Hybrid,JA Solar China,CanadainSolar Canada,LFP Lithium-ion,1,1,2,121-240 Hybrid JA Solar China CanadainSolar Canada LFP Lithium-ion,2kW Hybrid | 2 solar panel- JA Solar China | 1 Inverter - CanadainSolar Canada | Battery-  LFP Lithium-ion 
241-420,3.5kW,Hybrid,JA Solar China,CanadainSolar Canada,LFP Lithium-ion,1,1,4,241-420 Hybrid JA Solar China CanadainSolar Canada LFP Lithium-ion,3.5kW Hybrid | 4 solar panel- JA Solar China | 1 Inverter - CanadainSolar Canada | Battery-  LFP Lithium-ion 
421-480,4kW,Hybrid,JA Solar China,CanadainSolar Canada,LFP Lithium-ion,1,1,4,421-480 Hybrid JA Solar China CanadainSolar Canada LFP Lithium-ion,4kW Hybrid | 4 solar panel- JA Solar China | 1 Inverter - CanadainSolar Canada | Battery-  LFP Lithium-ion 
481-600,5kW,Hybrid,JA Solar China,CanadainSolar Canada,LFP Lithium-ion,1,1,5,481-600 Hybrid JA Solar China CanadainSolar Canada LFP Lithium-ion,5kW Hybrid | 5 solar panel- JA Solar China | 1 Inverter - CanadainSolar Canada | Battery-  LFP Lithium-ion 
601-900,7.5kW,Hybrid,JA Solar China,CanadainSolar Canada,LFP Lithium-ion,1,1,7,601-900 Hybrid JA Solar China CanadainSolar Canada LFP Lithium-ion,7.5kW Hybrid | 7 solar panel- JA Solar China | 1 Inverter - CanadainSolar Canada | Battery-  LFP Lithium-ion 
901-960,8kW,Hybrid,JA Solar China,CanadainSolar Canada,LFP Lithium-ion,1,1,8,901-960 Hybrid JA Solar China CanadainSolar Canada LFP Lithium-ion,8kW Hybrid | 8 solar panel- JA Solar China | 1 Inverter - CanadainSolar Canada | Battery-  LFP Lithium-ion 
961-1200,10kW,Hybrid,JA Solar China,CanadainSolar Canada,LFP Lithium-ion,1,1,10,961-1200 Hybrid JA Solar China CanadainSolar Canada LFP Lithium-ion,10kW Hybrid | 10 solar panel- JA Solar China | 1 Inverter - CanadainSolar Canada | Battery-  LFP Lithium-ion 
1201-1800,15kW,Hybrid,JA Solar China,CanadainSolar Canada,LFP Lithium-ion,2,2,15,1201-1800 Hybrid JA Solar China CanadainSolar Canada LFP Lithium-ion,15kW Hybrid | 15 solar panel- JA Solar China | 2 Inverter - CanadainSolar Canada | Battery-  LFP Lithium-ion 
1801-2400,20kW,Hybrid,JA Solar China,CanadainSolar Canada,LFP Lithium-ion,2,2,20,1801-2400 Hybrid JA Solar China CanadainSolar Canada LFP Lithium-ion,20kW Hybrid | 20 solar panel- JA Solar China | 2 Inverter - CanadainSolar Canada | Battery-  LFP Lithium-ion 
2401-3600,30kW,Hybrid,JA Solar China,CanadainSolar Canada,LFP Lithium-ion,3,3,30,2401-3600 Hybrid JA Solar China CanadainSolar Canada LFP Lithium-ion,30kW Hybrid | 30 solar panel- JA Solar China | 3 Inverter - CanadainSolar Canada | Battery-  LFP Lithium-ion 
3601-4800,40kW,Hybrid,JA Solar China,CanadainSolar Canada,LFP Lithium-ion,4,4,40,3601-4800 Hybrid JA Solar China CanadainSolar Canada LFP Lithium-ion,40kW Hybrid | 40 solar panel- JA Solar China | 4 Inverter - CanadainSolar Canada | Battery-  LFP Lithium-ion 
4801-6000,50kW,Hybrid,JA Solar China,CanadainSolar Canada,LFP Lithium-ion,5,5,50,4801-6000 Hybrid JA Solar China CanadainSolar Canada LFP Lithium-ion,50kW Hybrid | 50 solar panel- JA Solar China | 5 Inverter - CanadainSolar Canada | Battery-  LFP Lithium-ion 
6001-7200,60kW,Hybrid,JA Solar China,CanadainSolar Canada,LFP Lithium-ion,6,6,60,6001-7200 Hybrid JA Solar China CanadainSolar Canada LFP Lithium-ion,60kW Hybrid | 60 solar panel- JA Solar China | 6 Inverter - CanadainSolar Canada | Battery-  LFP Lithium-ion 
0-120,1kW,Hybrid,JA Solar China,Growatt China,LFP Lithium-ion,1,1,1,0-120 Hybrid JA Solar China Growatt China LFP Lithium-ion,1kW Hybrid | 1 solar panel- JA Solar China | 1 Inverter - Growatt China | Battery-  LFP Lithium-ion 
121-240,2kW,Hybrid,JA Solar China,Growatt China,LFP Lithium-ion,1,1,2,121-240 Hybrid JA Solar China Growatt China LFP Lithium-ion,2kW Hybrid | 2 solar panel- JA Solar China | 1 Inverter - Growatt China | Battery-  LFP Lithium-ion 
241-420,3.5kW,Hybrid,JA Solar China,Growatt China,LFP Lithium-ion,1,1,4,241-420 Hybrid JA Solar China Growatt China LFP Lithium-ion,3.5kW Hybrid | 4 solar panel- JA Solar China | 1 Inverter - Growatt China | Battery-  LFP Lithium-ion 
421-480,4kW,Hybrid,JA Solar China,Growatt China,LFP Lithium-ion,1,1,4,421-480 Hybrid JA Solar China Growatt China LFP Lithium-ion,4kW Hybrid | 4 solar panel- JA Solar China | 1 Inverter - Growatt China | Battery-  LFP Lithium-ion 
481-600,5kW,Hybrid,JA Solar China,Growatt China,LFP Lithium-ion,1,1,5,481-600 Hybrid JA Solar China Growatt China LFP Lithium-ion,5kW Hybrid | 5 solar panel- JA Solar China | 1 Inverter - Growatt China | Battery-  LFP Lithium-ion 
601-900,7.5kW,Hybrid,JA Solar China,Growatt China,LFP Lithium-ion,1,1,7,601-900 Hybrid JA Solar China Growatt China LFP Lithium-ion,7.5kW Hybrid | 7 solar panel- JA Solar China | 1 Inverter - Growatt China | Battery-  LFP Lithium-ion 
901-960,8kW,Hybrid,JA Solar China,Growatt China,LFP Lithium-ion,1,1,8,901-960 Hybrid JA Solar China Growatt China LFP Lithium-ion,8kW Hybrid | 8 solar panel- JA Solar China | 1 Inverter - Growatt China | Battery-  LFP Lithium-ion 
961-1200,10kW,Hybrid,JA Solar China,Growatt China,LFP Lithium-ion,1,1,10,961-1200 Hybrid JA Solar China Growatt China LFP Lithium-ion,10kW Hybrid | 10 solar panel- JA Solar China | 1 Inverter - Growatt China | Battery-  LFP Lithium-ion 
1201-1800,15kW,Hybrid,JA Solar China,Growatt China,LFP Lithium-ion,2,2,15,1201-1800 Hybrid JA Solar China Growatt China LFP Lithium-ion,15kW Hybrid | 15 solar panel- JA Solar China | 2 Inverter - Growatt China | Battery-  LFP Lithium-ion 
1801-2400,20kW,Hybrid,JA Solar China,Growatt China,LFP Lithium-ion,2,2,20,1801-2400 Hybrid JA Solar China Growatt China LFP Lithium-ion,20kW Hybrid | 20 solar panel- JA Solar China | 2 Inverter - Growatt China | Battery-  LFP Lithium-ion 
2401-3600,30kW,Hybrid,JA Solar China,Growatt China,LFP Lithium-ion,3,3,30,2401-3600 Hybrid JA Solar China Growatt China LFP Lithium-ion,30kW Hybrid | 30 solar panel- JA Solar China | 3 Inverter - Growatt China | Battery-  LFP Lithium-ion 
3601-4800,40kW,Hybrid,JA Solar China,Growatt China,LFP Lithium-ion,4,4,40,3601-4800 Hybrid JA Solar China Growatt China LFP Lithium-ion,40kW Hybrid | 40 solar panel- JA Solar China | 4 Inverter - Growatt China | Battery-  LFP Lithium-ion 
4801-6000,50kW,Hybrid,JA Solar China,Growatt China,LFP Lithium-ion,5,5,50,4801-6000 Hybrid JA Solar China Growatt China LFP Lithium-ion,50kW Hybrid | 50 solar panel- JA Solar China | 5 Inverter - Growatt China | Battery-  LFP Lithium-ion 
6001-7200,60kW,Hybrid,JA Solar China,Growatt China,LFP Lithium-ion,6,6,60,6001-7200 Hybrid JA Solar China Growatt China LFP Lithium-ion,60kW Hybrid | 60 solar panel- JA Solar China | 6 Inverter - Growatt China | Battery-  LFP Lithium-ion 
0-120,1kW,Hybrid,Jinko Solar China,Goodwee China,LFP Lithium-ion,1,1,1,0-120 Hybrid Jinko Solar China Goodwee China LFP Lithium-ion,1kW Hybrid | 1 solar panel- Jinko Solar China | 1 Inverter - Goodwee China | Battery-  LFP Lithium-ion 
121-240,2kW,Hybrid,Jinko Solar China,Goodwee China,LFP Lithium-ion,1,1,2,121-240 Hybrid Jinko Solar China Goodwee China LFP Lithium-ion,2kW Hybrid | 2 solar panel- Jinko Solar China | 1 Inverter - Goodwee China | Battery-  LFP Lithium-ion 
241-420,3.5kW,Hybrid,Jinko Solar China,Goodwee China,LFP Lithium-ion,1,1,4,241-420 Hybrid Jinko Solar China Goodwee China LFP Lithium-ion,3.5kW Hybrid | 4 solar panel- Jinko Solar China | 1 Inverter - Goodwee China | Battery-  LFP Lithium-ion 
421-480,4kW,Hybrid,Jinko Solar China,Goodwee China,LFP Lithium-ion,1,1,4,421-480 Hybrid Jinko Solar China Goodwee China LFP Lithium-ion,4kW Hybrid | 4 solar panel- Jinko Solar China | 1 Inverter - Goodwee China | Battery-  LFP Lithium-ion 
481-600,5kW,Hybrid,Jinko Solar China,Goodwee China,LFP Lithium-ion,1,1,5,481-600 Hybrid Jinko Solar China Goodwee China LFP Lithium-ion,5kW Hybrid | 5 solar panel- Jinko Solar China | 1 Inverter - Goodwee China | Battery-  LFP Lithium-ion 
601-900,7.5kW,Hybrid,Jinko Solar China,Goodwee China,LFP Lithium-ion,1,1,7,601-900 Hybrid Jinko Solar China Goodwee China LFP Lithium-ion,7.5kW Hybrid | 7 solar panel- Jinko Solar China | 1 Inverter - Goodwee China | Battery-  LFP Lithium-ion 
901-960,8kW,Hybrid,Jinko Solar China,Goodwee China,LFP Lithium-ion,1,1,8,901-960 Hybrid Jinko Solar China Goodwee China LFP Lithium-ion,8kW Hybrid | 8 solar panel- Jinko Solar China | 1 Inverter - Goodwee China | Battery-  LFP Lithium-ion 
961-1200,10kW,Hybrid,Jinko Solar China,Goodwee China,LFP Lithium-ion,1,1,10,961-1200 Hybrid Jinko Solar China Goodwee China LFP Lithium-ion,10kW Hybrid | 10 solar panel- Jinko Solar China | 1 Inverter - Goodwee China | Battery-  LFP Lithium-ion 
1201-1800,15kW,Hybrid,Jinko Solar China,Goodwee China,LFP Lithium-ion,2,2,15,1201-1800 Hybrid Jinko Solar China Goodwee China LFP Lithium-ion,15kW Hybrid | 15 solar panel- Jinko Solar China | 2 Inverter - Goodwee China | Battery-  LFP Lithium-ion 
1801-2400,20kW,Hybrid,Jinko Solar China,Goodwee China,LFP Lithium-ion,2,2,20,1801-2400 Hybrid Jinko Solar China Goodwee China LFP Lithium-ion,20kW Hybrid | 20 solar panel- Jinko Solar China | 2 Inverter - Goodwee China | Battery-  LFP Lithium-ion 
2401-3600,30kW,Hybrid,Jinko Solar China,Goodwee China,LFP Lithium-ion,3,3,30,2401-3600 Hybrid Jinko Solar China Goodwee China LFP Lithium-ion,30kW Hybrid | 30 solar panel- Jinko Solar China | 3 Inverter - Goodwee China | Battery-  LFP Lithium-ion 
3601-4800,40kW,Hybrid,Jinko Solar China,Goodwee China,LFP Lithium-ion,4,4,40,3601-4800 Hybrid Jinko Solar China Goodwee China LFP Lithium-ion,40kW Hybrid | 40 solar panel- Jinko Solar China | 4 Inverter - Goodwee China | Battery-  LFP Lithium-ion 
4801-6000,50kW,Hybrid,Jinko Solar China,Goodwee China,LFP Lithium-ion,5,5,50,4801-6000 Hybrid Jinko Solar China Goodwee China LFP Lithium-ion,50kW Hybrid | 50 solar panel- Jinko Solar China | 5 Inverter - Goodwee China | Battery-  LFP Lithium-ion 
6001-7200,60kW,Hybrid,Jinko Solar China,Goodwee China,LFP Lithium-ion,6,6,60,6001-7200 Hybrid Jinko Solar China Goodwee China LFP Lithium-ion,60kW Hybrid | 60 solar panel- Jinko Solar China | 6 Inverter - Goodwee China | Battery-  LFP Lithium-ion 
0-120,1kW,Hybrid,Jinko Solar China,SMA Germany ,LFP Lithium-ion,1,1,1,0-120 Hybrid Jinko Solar China SMA Germany  LFP Lithium-ion,1kW Hybrid | 1 solar panel- Jinko Solar China | 1 Inverter - SMA Germany  | Battery-  LFP Lithium-ion 
121-240,2kW,Hybrid,Jinko Solar China,SMA Germany ,LFP Lithium-ion,1,1,2,121-240 Hybrid Jinko Solar China SMA Germany  LFP Lithium-ion,2kW Hybrid | 2 solar panel- Jinko Solar China | 1 Inverter - SMA Germany  | Battery-  LFP Lithium-ion 
241-420,3.5kW,Hybrid,Jinko Solar China,SMA Germany ,LFP Lithium-ion,1,1,4,241-420 Hybrid Jinko Solar China SMA Germany  LFP Lithium-ion,3.5kW Hybrid | 4 solar panel- Jinko Solar China | 1 Inverter - SMA Germany  | Battery-  LFP Lithium-ion 
421-480,4kW,Hybrid,Jinko Solar China,SMA Germany ,LFP Lithium-ion,1,1,4,421-480 Hybrid Jinko Solar China SMA Germany  LFP Lithium-ion,4kW Hybrid | 4 solar panel- Jinko Solar China | 1 Inverter - SMA Germany  | Battery-  LFP Lithium-ion 
481-600,5kW,Hybrid,Jinko Solar China,SMA Germany ,LFP Lithium-ion,1,1,5,481-600 Hybrid Jinko Solar China SMA Germany  LFP Lithium-ion,5kW Hybrid | 5 solar panel- Jinko Solar China | 1 Inverter - SMA Germany  | Battery-  LFP Lithium-ion 
601-900,7.5kW,Hybrid,Jinko Solar China,SMA Germany ,LFP Lithium-ion,1,1,7,601-900 Hybrid Jinko Solar China SMA Germany  LFP Lithium-ion,7.5kW Hybrid | 7 solar panel- Jinko Solar China | 1 Inverter - SMA Germany  | Battery-  LFP Lithium-ion 
901-960,8kW,Hybrid,Jinko Solar China,SMA Germany ,LFP Lithium-ion,1,1,8,901-960 Hybrid Jinko Solar China SMA Germany  LFP Lithium-ion,8kW Hybrid | 8 solar panel- Jinko Solar China | 1 Inverter - SMA Germany  | Battery-  LFP Lithium-ion 
961-1200,10kW,Hybrid,Jinko Solar China,SMA Germany ,LFP Lithium-ion,1,1,10,961-1200 Hybrid Jinko Solar China SMA Germany  LFP Lithium-ion,10kW Hybrid | 10 solar panel- Jinko Solar China | 1 Inverter - SMA Germany  | Battery-  LFP Lithium-ion 
1201-1800,15kW,Hybrid,Jinko Solar China,SMA Germany ,LFP Lithium-ion,2,2,15,1201-1800 Hybrid Jinko Solar China SMA Germany  LFP Lithium-ion,15kW Hybrid | 15 solar panel- Jinko Solar China | 2 Inverter - SMA Germany  | Battery-  LFP Lithium-ion 
1801-2400,20kW,Hybrid,Jinko Solar China,SMA Germany ,LFP Lithium-ion,2,2,20,1801-2400 Hybrid Jinko Solar China SMA Germany  LFP Lithium-ion,20kW Hybrid | 20 solar panel- Jinko Solar China | 2 Inverter - SMA Germany  | Battery-  LFP Lithium-ion 
2401-3600,30kW,Hybrid,Jinko Solar China,SMA Germany ,LFP Lithium-ion,3,3,30,2401-3600 Hybrid Jinko Solar China SMA Germany  LFP Lithium-ion,30kW Hybrid | 30 solar panel- Jinko Solar China | 3 Inverter - SMA Germany  | Battery-  LFP Lithium-ion 
3601-4800,40kW,Hybrid,Jinko Solar China,SMA Germany ,LFP Lithium-ion,4,4,40,3601-4800 Hybrid Jinko Solar China SMA Germany  LFP Lithium-ion,40kW Hybrid | 40 solar panel- Jinko Solar China | 4 Inverter - SMA Germany  | Battery-  LFP Lithium-ion 
4801-6000,50kW,Hybrid,Jinko Solar China,SMA Germany ,LFP Lithium-ion,5,5,50,4801-6000 Hybrid Jinko Solar China SMA Germany  LFP Lithium-ion,50kW Hybrid | 50 solar panel- Jinko Solar China | 5 Inverter - SMA Germany  | Battery-  LFP Lithium-ion 
6001-7200,60kW,Hybrid,Jinko Solar China,SMA Germany ,LFP Lithium-ion,6,6,60,6001-7200 Hybrid Jinko Solar China SMA Germany  LFP Lithium-ion,60kW Hybrid | 60 solar panel- Jinko Solar China | 6 Inverter - SMA Germany  | Battery-  LFP Lithium-ion 
0-120,1kW,Hybrid,Jinko Solar China,CanadainSolar Canada,LFP Lithium-ion,1,1,1,0-120 Hybrid Jinko Solar China CanadainSolar Canada LFP Lithium-ion,1kW Hybrid | 1 solar panel- Jinko Solar China | 1 Inverter - CanadainSolar Canada | Battery-  LFP Lithium-ion 
121-240,2kW,Hybrid,Jinko Solar China,CanadainSolar Canada,LFP Lithium-ion,1,1,2,121-240 Hybrid Jinko Solar China CanadainSolar Canada LFP Lithium-ion,2kW Hybrid | 2 solar panel- Jinko Solar China | 1 Inverter - CanadainSolar Canada | Battery-  LFP Lithium-ion 
241-420,3.5kW,Hybrid,Jinko Solar China,CanadainSolar Canada,LFP Lithium-ion,1,1,4,241-420 Hybrid Jinko Solar China CanadainSolar Canada LFP Lithium-ion,3.5kW Hybrid | 4 solar panel- Jinko Solar China | 1 Inverter - CanadainSolar Canada | Battery-  LFP Lithium-ion 
421-480,4kW,Hybrid,Jinko Solar China,CanadainSolar Canada,LFP Lithium-ion,1,1,4,421-480 Hybrid Jinko Solar China CanadainSolar Canada LFP Lithium-ion,4kW Hybrid | 4 solar panel- Jinko Solar China | 1 Inverter - CanadainSolar Canada | Battery-  LFP Lithium-ion 
481-600,5kW,Hybrid,Jinko Solar China,CanadainSolar Canada,LFP Lithium-ion,1,1,5,481-600 Hybrid Jinko Solar China CanadainSolar Canada LFP Lithium-ion,5kW Hybrid | 5 solar panel- Jinko Solar China | 1 Inverter - CanadainSolar Canada | Battery-  LFP Lithium-ion 
601-900,7.5kW,Hybrid,Jinko Solar China,CanadainSolar Canada,LFP Lithium-ion,1,1,7,601-900 Hybrid Jinko Solar China CanadainSolar Canada LFP Lithium-ion,7.5kW Hybrid | 7 solar panel- Jinko Solar China | 1 Inverter - CanadainSolar Canada | Battery-  LFP Lithium-ion 
901-960,8kW,Hybrid,Jinko Solar China,CanadainSolar Canada,LFP Lithium-ion,1,1,8,901-960 Hybrid Jinko Solar China CanadainSolar Canada LFP Lithium-ion,8kW Hybrid | 8 solar panel- Jinko Solar China | 1 Inverter - CanadainSolar Canada | Battery-  LFP Lithium-ion 
961-1200,10kW,Hybrid,Jinko Solar China,CanadainSolar Canada,LFP Lithium-ion,1,1,10,961-1200 Hybrid Jinko Solar China CanadainSolar Canada LFP Lithium-ion,10kW Hybrid | 10 solar panel- Jinko Solar China | 1 Inverter - CanadainSolar Canada | Battery-  LFP Lithium-ion 
1201-1800,15kW,Hybrid,Jinko Solar China,CanadainSolar Canada,LFP Lithium-ion,2,2,15,1201-1800 Hybrid Jinko Solar China CanadainSolar Canada LFP Lithium-ion,15kW Hybrid | 15 solar panel- Jinko Solar China | 2 Inverter - CanadainSolar Canada | Battery-  LFP Lithium-ion 
1801-2400,20kW,Hybrid,Jinko Solar China,CanadainSolar Canada,LFP Lithium-ion,2,2,20,1801-2400 Hybrid Jinko Solar China CanadainSolar Canada LFP Lithium-ion,20kW Hybrid | 20 solar panel- Jinko Solar China | 2 Inverter - CanadainSolar Canada | Battery-  LFP Lithium-ion 
2401-3600,30kW,Hybrid,Jinko Solar China,CanadainSolar Canada,LFP Lithium-ion,3,3,30,2401-3600 Hybrid Jinko Solar China CanadainSolar Canada LFP Lithium-ion,30kW Hybrid | 30 solar panel- Jinko Solar China | 3 Inverter - CanadainSolar Canada | Battery-  LFP Lithium-ion 
3601-4800,40kW,Hybrid,Jinko Solar China,CanadainSolar Canada,LFP Lithium-ion,4,4,40,3601-4800 Hybrid Jinko Solar China CanadainSolar Canada LFP Lithium-ion,40kW Hybrid | 40 solar panel- Jinko Solar China | 4 Inverter - CanadainSolar Canada | Battery-  LFP Lithium-ion 
4801-6000,50kW,Hybrid,Jinko Solar China,CanadainSolar Canada,LFP Lithium-ion,5,5,50,4801-6000 Hybrid Jinko Solar China CanadainSolar Canada LFP Lithium-ion,50kW Hybrid | 50 solar panel- Jinko Solar China | 5 Inverter - CanadainSolar Canada | Battery-  LFP Lithium-ion 
6001-7200,60kW,Hybrid,Jinko Solar China,CanadainSolar Canada,LFP Lithium-ion,6,6,60,6001-7200 Hybrid Jinko Solar China CanadainSolar Canada LFP Lithium-ion,60kW Hybrid | 60 solar panel- Jinko Solar China | 6 Inverter - CanadainSolar Canada | Battery-  LFP Lithium-ion 
0-120,1kW,Hybrid,Jinko Solar China,Growatt China,LFP Lithium-ion,1,1,1,0-120 Hybrid Jinko Solar China Growatt China LFP Lithium-ion,1kW Hybrid | 1 solar panel- Jinko Solar China | 1 Inverter - Growatt China | Battery-  LFP Lithium-ion 
121-240,2kW,Hybrid,Jinko Solar China,Growatt China,LFP Lithium-ion,1,1,2,121-240 Hybrid Jinko Solar China Growatt China LFP Lithium-ion,2kW Hybrid | 2 solar panel- Jinko Solar China | 1 Inverter - Growatt China | Battery-  LFP Lithium-ion 
241-420,3.5kW,Hybrid,Jinko Solar China,Growatt China,LFP Lithium-ion,1,1,4,241-420 Hybrid Jinko Solar China Growatt China LFP Lithium-ion,3.5kW Hybrid | 4 solar panel- Jinko Solar China | 1 Inverter - Growatt China | Battery-  LFP Lithium-ion 
